,詞,標準症狀,詞長度
33373,心脈滑弱肝弦滑尺脈弱,脈力度弱。,10
33374,心脈滑弱肝弦滑尺脈弱,脈緊度緊。,10
33375,心脈滑弱肝弦滑尺脈弱,脈利度滑。,10
33376,心脈滑弱肝弦滑尺脈弱,脈力度弱。,10
33377,心脈滑弱肝脈弦細尺脈細,脈利度滑。,11
33378,心脈滑弱肝脈弦細尺脈細,脈力度弱。,11
33379,心脈滑弱肝脈弦細尺脈細,脈緊度緊。,11
33380,心脈滑弱肝脈弦細尺脈細,脈寬度細。,11
33381,心脈滑弱肝脈弦細尺脈細,脈寬度細。,11
33382,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈利度滑。,32
33383,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈力度弱。,32
33384,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈緊度緊。,32
33385,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈利度滑。,32
33386,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈寬度細。,32
33387,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈利度滑。,32
33388,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈力度大。,32
33389,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈力度弱。,32
33390,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈緊度緊。,32
33391,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈緊度緊。,32
33392,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈寬度細。,32
33393,心脈滑弱肝脈弦滑尺脈細肺脈滑有力脾脈弱按下弦尺脈弦細脈象上有細象,脈寬度細。,32
33394,心脈滑弱肝脈弦滑尺脈滑,脈利度滑。,11
33395,心脈滑弱肝脈弦滑尺脈滑,脈力度弱。,11
33396,心脈滑弱肝脈弦滑尺脈滑,脈緊度緊。,11
33397,心脈滑弱肝脈弦滑尺脈滑,脈利度滑。,11
33398,心脈滑弱肝脈弦滑尺脈滑,脈利度滑。,11
33399,心脈滑弱肝脈細弱尺脈細弱,脈利度滑。,12
33400,心脈滑弱肝脈細弱尺脈細弱,脈力度弱。,12
33401,心脈滑弱肝脈細弱尺脈細弱,脈寬度細。,12
33402,心脈滑弱肝脈細弱尺脈細弱,脈力度弱。,12
33403,心脈滑弱肝脈細弱尺脈細弱,脈寬度細。,12
33404,心脈滑弱肝脈細弱尺脈細弱,脈力度弱。,12
33405,心脈滑弱肝脈滑尺脈弱無力稍弱腎氣不足,脈利度滑。,18
33406,心脈滑弱肝脈滑尺脈弱無力稍弱腎氣不足,脈力度弱。,18
33407,心脈滑弱肝脈滑尺脈弱無力稍弱腎氣不足,脈利度滑。,18
33408,心脈滑弱肝脈滑尺脈弱無力稍弱腎氣不足,脈力度弱。,18
33409,心脈滑弱肝脈滑尺脈弱無力稍弱腎氣不足,脈力度弱。,18
33410,心脈滑弱肝脈滑尺脈弱無力稍弱腎氣不足,脈力度弱。,18
33411,心脈滑弱肝脈滑按下稍滑,脈利度滑。,11
33412,心脈滑弱肝脈滑按下稍滑,脈力度弱。,11
33413,心脈滑弱肝脈滑按下稍滑,脈利度滑。,11
33414,心脈滑弱肝脈滑按下稍滑,脈利度滑。,11
33415,心脈滑弱肝脈滑稍弦尺脈弱,脈利度滑。,12
33416,心脈滑弱肝脈滑稍弦尺脈弱,脈力度弱。,12
33417,心脈滑弱肝脈滑稍弦尺脈弱,脈利度滑。,12
33418,心脈滑弱肝脈滑稍弦尺脈弱,脈緊度緊。,12
33419,心脈滑弱肝脈滑稍弦尺脈弱,脈力度弱。,12
33420,心脈滑弱稍肝脈弱有弦象仍尺脈弱,脈利度滑。,15
33421,心脈滑弱稍肝脈弱有弦象仍尺脈弱,脈力度弱。,15
33422,心脈滑弱稍肝脈弱有弦象仍尺脈弱,脈力度弱。,15
33423,心脈滑弱稍肝脈弱有弦象仍尺脈弱,脈緊度緊。,15
33424,心脈滑弱稍肝脈弱有弦象仍尺脈弱,脈力度弱。,15
33425,心脈滑弱數肝脈弱數尺脈弦細數,脈利度滑。,14
33426,心脈滑弱數肝脈弱數尺脈弦細數,脈力度弱。,14
33427,心脈滑弱數肝脈弱數尺脈弦細數,脈速度快。,14
33428,心脈滑弱數肝脈弱數尺脈弦細數,脈力度弱。,14
33429,心脈滑弱數肝脈弱數尺脈弦細數,脈速度快。,14
33430,心脈滑弱數肝脈弱數尺脈弦細數,脈緊度緊。,14
33431,心脈滑弱數肝脈弱數尺脈弦細數,脈寬度細。,14
33432,心脈滑弱數肝脈弱數尺脈弦細數,脈速度快。,14
33433,心脈滑弱澀左關滑象尺弱,脈利度滑。,11
33434,心脈滑弱澀左關滑象尺弱,脈力度弱。,11
33435,心脈滑弱澀左關滑象尺弱,脈利度澀。,11
33436,心脈滑弱澀左關滑象尺弱,脈利度滑。,11
33437,心脈滑弱澀左關滑象尺弱,脈力度弱。,11
33438,心脈滑動肝脈弦細滑尺脈弦弱,脈利度滑。,13
33439,心脈滑動肝脈弦細滑尺脈弦弱,脈幅異常。,13
33440,心脈滑動肝脈弦細滑尺脈弦弱,脈緊度緊。,13
33441,心脈滑動肝脈弦細滑尺脈弦弱,脈寬度細。,13
33442,心脈滑動肝脈弦細滑尺脈弦弱,脈利度滑。,13
33443,心脈滑動肝脈弦細滑尺脈弦弱,脈緊度緊。,13
33444,心脈滑動肝脈弦細滑尺脈弦弱,脈力度弱。,13
33445,心脈滑細肝脈弦細滑尺脈弱稍數脈,脈利度滑。,15
33446,心脈滑細肝脈弦細滑尺脈弱稍數脈,脈寬度細。,15
33447,心脈滑細肝脈弦細滑尺脈弱稍數脈,脈緊度緊。,15
33448,心脈滑細肝脈弦細滑尺脈弱稍數脈,脈寬度細。,15
33449,心脈滑細肝脈弦細滑尺脈弱稍數脈,脈利度滑。,15
33450,心脈滑細肝脈弦細滑尺脈弱稍數脈,脈力度弱。,15
33451,心脈滑細肝脈弦細滑尺脈弱稍數脈,脈速度快。,15
33452,心脈滑細肝脈滑稍數,脈利度滑。,9
33453,心脈滑細肝脈滑稍數,脈寬度細。,9
33454,心脈滑細肝脈滑稍數,脈利度滑。,9
33455,心脈滑細肝脈滑稍數,脈速度快。,9
33456,心脈滑稍大肝滑尺弦弱,脈利度滑。,10
33457,心脈滑稍大肝滑尺弦弱,脈力度大。,10
33458,心脈滑稍大肝滑尺弦弱,脈利度滑。,10
33459,心脈滑稍大肝滑尺弦弱,脈緊度緊。,10
33460,心脈滑稍大肝滑尺弦弱,脈力度弱。,10
33461,心脈滑稍弦促,脈利度滑。,6
33462,心脈滑稍弦促,脈緊度緊。,6
33463,心脈滑稍弦促,脈速度快。,6
33464,心脈滑稍弦促,脈利度澀。,6
33465,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈利度滑。,17
33466,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈緊度緊。,17
33467,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈速度快。,17
33468,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈利度滑。,17
33469,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈力度弱。,17
33470,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈緊度緊。,17
33471,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈部位沉。,17
33472,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈力度弱。,17
33473,心脈滑稍弦數肝脈滑弱有弦尺脈沉弱數,脈速度快。,17
33474,心脈滑稍弱肝脈沉滑尺脈弱數,脈利度滑。,13
33475,心脈滑稍弱肝脈沉滑尺脈弱數,脈力度弱。,13
33476,心脈滑稍弱肝脈沉滑尺脈弱數,脈部位沉。,13
33477,心脈滑稍弱肝脈沉滑尺脈弱數,脈利度滑。,13
33478,心脈滑稍弱肝脈沉滑尺脈弱數,脈力度弱。,13
33479,心脈滑稍弱肝脈沉滑尺脈弱數,脈速度快。,13
33480,心脈滑稍緊左關滑弦象尺弱,脈利度滑。,12
33481,心脈滑稍緊左關滑弦象尺弱,脈利度滑。,12
33482,心脈滑稍緊左關滑弦象尺弱,脈緊度緊。,12
33483,心脈滑稍緊左關滑弦象尺弱,脈力度弱。,12
33484,心脈滑稍熱,脈利度滑。,5
33485,心脈滑結肝弦滑尺脈細,脈利度滑。,10
33486,心脈滑結肝弦滑尺脈細,脈緊度緊。,10
33487,心脈滑結肝弦滑尺脈細,脈利度滑。,10
33488,心脈滑結肝弦滑尺脈細,脈寬度細。,10
33489,心脈滑象肝脈弱尺脈弱,脈利度滑。,10
33490,心脈滑象肝脈弱尺脈弱,脈力度弱。,10
33491,心脈滑象肝脈弱尺脈弱,脈力度弱。,10
33492,心脈滑滑有力,脈利度滑。,6
33493,心脈滑滑有力,脈利度滑。,6
33494,心脈滑滑有力,脈力度大。,6
33495,心脈滑數肝脈沉滑尺脈弱數,脈利度滑。,12
33496,心脈滑數肝脈沉滑尺脈弱數,脈速度快。,12
33497,心脈滑數肝脈沉滑尺脈弱數,脈部位沉。,12
33498,心脈滑數肝脈沉滑尺脈弱數,脈利度滑。,12
33499,心脈滑數肝脈沉滑尺脈弱數,脈力度弱。,12
33500,心脈滑數肝脈沉滑尺脈弱數,脈速度快。,12
33501,心脈滑數肝脈弱尺脈弱,脈利度滑。,10
33502,心脈滑數肝脈弱尺脈弱,脈速度快。,10
33503,心脈滑數肝脈弱尺脈弱,脈力度弱。,10
33504,心脈滑數肝脈弱尺脈弱,脈力度弱。,10
33505,心脈滑數肝脈細滑數尺脈細,脈利度滑。,12
33506,心脈滑數肝脈細滑數尺脈細,脈速度快。,12
33507,心脈滑數肝脈細滑數尺脈細,脈寬度細。,12
33508,心脈滑數肝脈細滑數尺脈細,脈利度滑。,12
33509,心脈滑數肝脈細滑數尺脈細,脈速度快。,12
33510,心脈滑數肝脈細滑數尺脈細,脈寬度細。,12
33511,心脈滑數肝脈滑尺脈弱無力稍弱,脈利度滑。,14
33512,心脈滑數肝脈滑尺脈弱無力稍弱,脈速度快。,14
33513,心脈滑數肝脈滑尺脈弱無力稍弱,脈利度滑。,14
33514,心脈滑數肝脈滑尺脈弱無力稍弱,脈力度弱。,14
33515,心脈滑數肝脈滑尺脈弱無力稍弱,脈力度弱。,14
33516,心脈滑數肝脈滑尺脈弱無力稍弱,脈力度弱。,14
33517,心脈滑數肝脈滑弱尺脈稍弱,脈利度滑。,12
33518,心脈滑數肝脈滑弱尺脈稍弱,脈速度快。,12
33519,心脈滑數肝脈滑弱尺脈稍弱,脈利度滑。,12
33520,心脈滑數肝脈滑弱尺脈稍弱,脈力度弱。,12
33521,心脈滑數肝脈滑弱尺脈稍弱,脈力度弱。,12
33522,心脈滑數肝脈滑弱數尺弱,脈利度滑。,11
33523,心脈滑數肝脈滑弱數尺弱,脈速度快。,11
33524,心脈滑數肝脈滑弱數尺弱,脈利度滑。,11
33525,心脈滑數肝脈滑弱數尺弱,脈力度弱。,11
33526,心脈滑數肝脈滑弱數尺弱,脈速度快。,11
33527,心脈滑數肝脈滑弱數尺弱,脈力度弱。,11
33528,心脈滑數肝脈滑滑尺脈弱無力稍弱,脈利度滑。,15
33529,心脈滑數肝脈滑滑尺脈弱無力稍弱,脈速度快。,15
33530,心脈滑數肝脈滑滑尺脈弱無力稍弱,脈利度滑。,15
33531,心脈滑數肝脈滑滑尺脈弱無力稍弱,脈利度滑。,15
33532,心脈滑數肝脈滑滑尺脈弱無力稍弱,脈力度弱。,15
33533,心脈滑數肝脈滑滑尺脈弱無力稍弱,脈力度弱。,15
33534,心脈滑數肝脈滑滑尺脈弱無力稍弱,脈力度弱。,15
33535,心脈滑數肝脈滑數尺脈弱,脈利度滑。,11
33536,心脈滑數肝脈滑數尺脈弱,脈速度快。,11
33537,心脈滑數肝脈滑數尺脈弱,脈利度滑。,11
33538,心脈滑數肝脈滑數尺脈弱,脈速度快。,11
33539,心脈滑數肝脈滑數尺脈弱,脈力度弱。,11
33540,心脈滑數肝滑,脈利度滑。,6
33541,心脈滑數肝滑,脈速度快。,6
33542,心脈滑數肝滑,脈利度滑。,6
33543,心脈滑數肝滑弱尺弱,脈利度滑。,9
33544,心脈滑數肝滑弱尺弱,脈速度快。,9
33545,心脈滑數肝滑弱尺弱,脈利度滑。,9
33546,心脈滑數肝滑弱尺弱,脈力度弱。,9
33547,心脈滑數肝滑弱尺弱,脈力度弱。,9
33548,心脈滑數浮肝脈浮滑尺脈弱,脈利度滑。,12
33549,心脈滑數浮肝脈浮滑尺脈弱,脈速度快。,12
33550,心脈滑數浮肝脈浮滑尺脈弱,脈部位浮。,12
33551,心脈滑數浮肝脈浮滑尺脈弱,脈部位浮。,12
33552,心脈滑數浮肝脈浮滑尺脈弱,脈利度滑。,12
33553,心脈滑數浮肝脈浮滑尺脈弱,脈力度弱。,12
33554,心脈滑數澀肝脈弱澀尺脈弱,脈利度滑。,12
33555,心脈滑數澀肝脈弱澀尺脈弱,脈速度快。,12
33556,心脈滑數澀肝脈弱澀尺脈弱,脈利度澀。,12
33557,心脈滑數澀肝脈弱澀尺脈弱,脈力度弱。,12
33558,心脈滑數澀肝脈弱澀尺脈弱,脈利度澀。,12
33559,心脈滑數澀肝脈弱澀尺脈弱,脈力度弱。,12
33560,心脈滑緩細弱肝脈滑尺脈沉弱,脈利度滑。,13
33561,心脈滑緩細弱肝脈滑尺脈沉弱,脈速度慢。,13
33562,心脈滑緩細弱肝脈滑尺脈沉弱,脈寬度細。,13
33563,心脈滑緩細弱肝脈滑尺脈沉弱,脈力度弱。,13
33564,心脈滑緩細弱肝脈滑尺脈沉弱,脈利度滑。,13
33565,心脈滑緩細弱肝脈滑尺脈沉弱,脈部位沉。,13
33566,心脈滑緩細弱肝脈滑尺脈沉弱,脈力度弱。,13
33567,心脈滑舉起浮弱肝脈緊細尺脈稍弱,脈利度滑。,15
33568,心脈滑舉起浮弱肝脈緊細尺脈稍弱,脈部位浮。,15
33569,心脈滑舉起浮弱肝脈緊細尺脈稍弱,脈力度弱。,15
33570,心脈滑舉起浮弱肝脈緊細尺脈稍弱,脈寬度細。,15
33571,心脈滑舉起浮弱肝脈緊細尺脈稍弱,脈力度弱。,15
33572,心脈滑澀肝脈沉滑尺脈弱數,脈利度滑。,12
33573,心脈滑澀肝脈沉滑尺脈弱數,脈利度澀。,12
33574,心脈滑澀肝脈沉滑尺脈弱數,脈部位沉。,12
33575,心脈滑澀肝脈沉滑尺脈弱數,脈利度滑。,12
33576,心脈滑澀肝脈沉滑尺脈弱數,脈力度弱。,12
33577,心脈滑澀肝脈沉滑尺脈弱數,脈速度快。,12
33578,心脈滑黏肝脈弱數尺脈弱,脈利度滑。,11
33579,心脈滑黏肝脈弱數尺脈弱,脈力度弱。,11
33580,心脈滑黏肝脈弱數尺脈弱,脈速度快。,11
33581,心脈滑黏肝脈弱數尺脈弱,脈力度弱。,11
33582,心脈滑關脈弦滑尺脈沉弦細,脈利度滑。,12
33583,心脈滑關脈弦滑尺脈沉弦細,脈緊度緊。,12
33584,心脈滑關脈弦滑尺脈沉弦細,脈利度滑。,12
33585,心脈滑關脈弦滑尺脈沉弦細,脈部位沉。,12
33586,心脈滑關脈弦滑尺脈沉弦細,脈緊度緊。,12
33587,心脈滑關脈弦滑尺脈沉弦細,脈寬度細。,12
33588,心脈滑關脈滑稍弦尺脈弱,脈利度滑。,11
33589,心脈滑關脈滑稍弦尺脈弱,脈利度滑。,11
33590,心脈滑關脈滑稍弦尺脈弱,脈緊度緊。,11
33591,心脈滑關脈滑稍弦尺脈弱,脈力度弱。,11
33592,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈利度滑。,24
33593,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈部位沉。,24
33594,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈寬度細。,24
33595,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈力度弱。,24
33596,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈力度弱。,24
33597,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈寬度細。,24
33598,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈緊度緊。,24
33599,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈寬度細。,24
33600,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈速度快。,24
33601,心脈緊滑肝脈沉細弱尺脈弱心脈緊細肝脈弦細數尺脈弱,脈力度弱。,24
33602,心脈緊滑肝脈滑弱尺脈弱,脈利度滑。,11
33603,心脈緊滑肝脈滑弱尺脈弱,脈利度滑。,11
33604,心脈緊滑肝脈滑弱尺脈弱,脈力度弱。,11
33605,心脈緊滑肝脈滑弱尺脈弱,脈力度弱。,11
33606,心脈數寬肝脈弦弱尺脈沉弱,脈速度快。,12
33607,心脈數寬肝脈弦弱尺脈沉弱,脈緊度緊。,12
33608,心脈數寬肝脈弦弱尺脈沉弱,脈力度弱。,12
33609,心脈數寬肝脈弦弱尺脈沉弱,脈部位沉。,12
33610,心脈數寬肝脈弦弱尺脈沉弱,脈力度弱。,12
33611,心脈緩細肝沉弱,脈速度慢。,7
33612,心脈緩細肝沉弱,脈寬度細。,7
33613,心脈緩細肝沉弱,脈部位沉。,7
33614,心脈緩細肝沉弱,脈力度弱。,7
33615,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈速度慢。,22
33616,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈利度滑。,22
33617,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈部位沉。,22
33618,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈力度弱。,22
33619,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈力度弱。,22
33620,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈部位沉。,22
33621,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈利度滑。,22
33622,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈利度滑。,22
33623,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈力度弱。,22
33624,心脈緩滑肝脈沉弱尺脈弱肺脈沉滑脾脈滑弱尺脈弱,脈力度弱。,22
33625,心脈緩滑肝脈浮弦滑尺脈細弱,脈速度慢。,13
33626,心脈緩滑肝脈浮弦滑尺脈細弱,脈利度滑。,13
33627,心脈緩滑肝脈浮弦滑尺脈細弱,脈部位浮。,13
33628,心脈緩滑肝脈浮弦滑尺脈細弱,脈緊度緊。,13
33629,心脈緩滑肝脈浮弦滑尺脈細弱,脈利度滑。,13
33630,心脈緩滑肝脈浮弦滑尺脈細弱,脈寬度細。,13
33631,心脈緩滑肝脈浮弦滑尺脈細弱,脈力度弱。,13
33632,心脈緩滑弱,脈速度慢。,5
33633,心脈緩滑弱,脈利度滑。,5
33634,心脈緩滑弱,脈力度弱。,5
33635,心脈緩滑結肝脈浮弦滑尺脈細弱,脈速度慢。,14
33636,心脈緩滑結肝脈浮弦滑尺脈細弱,脈利度滑。,14
33637,心脈緩滑結肝脈浮弦滑尺脈細弱,脈部位浮。,14
33638,心脈緩滑結肝脈浮弦滑尺脈細弱,脈緊度緊。,14
33639,心脈緩滑結肝脈浮弦滑尺脈細弱,脈利度滑。,14
33640,心脈緩滑結肝脈浮弦滑尺脈細弱,脈寬度細。,14
33641,心脈緩滑結肝脈浮弦滑尺脈細弱,脈力度弱。,14
33642,心脈緩澀肝沉弱澀尺弱,脈速度慢。,10
33643,心脈緩澀肝沉弱澀尺弱,脈利度澀。,10
33644,心脈緩澀肝沉弱澀尺弱,脈部位沉。,10
33645,心脈緩澀肝沉弱澀尺弱,脈力度弱。,10
33646,心脈緩澀肝沉弱澀尺弱,脈利度澀。,10
33647,心脈緩澀肝沉弱澀尺弱,脈力度弱。,10
33648,心脈澀弱感,脈利度澀。,5
33649,心脈澀弱感,脈力度弱。,5
33650,心脈澀結,脈利度澀。,4
33651,心脈澀結已無,脈利度澀。,6
33652,心脈澀數肝細弱按下無力尺脈弱無力,脈利度澀。,16
33653,心脈澀數肝細弱按下無力尺脈弱無力,脈速度快。,16
33654,心脈澀數肝細弱按下無力尺脈弱無力,脈寬度細。,16
33655,心脈澀數肝細弱按下無力尺脈弱無力,脈力度弱。,16
33656,心脈澀數肝細弱按下無力尺脈弱無力,脈部位沉。,16
33657,心脈澀數肝細弱按下無力尺脈弱無力,脈力度弱。,16
33658,心脈澀數肝細弱按下無力尺脈弱無力,脈力度弱。,16
33659,心脈澀數肝細弱按下無力尺脈弱無力,脈力度弱。,16
33660,心脈澀緩滑肝脈緩緊,脈利度澀。,9
33661,心脈澀緩滑肝脈緩緊,脈速度慢。,9
33662,心脈澀緩滑肝脈緩緊,脈利度滑。,9
33663,心脈澀緩滑肝脈緩緊,脈速度慢。,9
33664,心脈澀緩滑肝脈緩緊,脈緊度緊。,9
33665,心部滑肝滑尺脈滑數,脈利度滑。,9
33666,心部滑肝滑尺脈滑數,脈利度滑。,9
33667,心部滑肝滑尺脈滑數,脈利度滑。,9
33668,心部滑肝滑尺脈滑數,脈速度快。,9
33669,心部滑弱肝滑大尺脈滑大,脈利度滑。,11
33670,心部滑弱肝滑大尺脈滑大,脈力度弱。,11
33671,心部滑弱肝滑大尺脈滑大,脈利度滑。,11
33672,心部滑弱肝滑大尺脈滑大,脈力度大。,11
33673,心部滑弱肝滑大尺脈滑大,脈利度滑。,11
33674,心部滑弱肝滑大尺脈滑大,脈力度大。,11
33675,心滑上竟會有細肝脈緊滑尺脈弱,脈利度滑。,14
33676,心滑上竟會有細肝脈緊滑尺脈弱,脈寬度細。,14
33677,心滑上竟會有細肝脈緊滑尺脈弱,脈利度滑。,14
33678,心滑上竟會有細肝脈緊滑尺脈弱,脈力度弱。,14
33679,心滑肝脈浮弦滑尺脈細,脈利度滑。,10
33680,心滑肝脈浮弦滑尺脈細,脈部位浮。,10
33681,心滑肝脈浮弦滑尺脈細,脈緊度緊。,10
33682,心滑肝脈浮弦滑尺脈細,脈利度滑。,10
33683,心滑肝脈浮弦滑尺脈細,脈寬度細。,10
33684,心滑弱肝腎脈滑尺脈弱,脈利度滑。,10
33685,心滑弱肝腎脈滑尺脈弱,脈力度弱。,10
33686,心滑弱肝腎脈滑尺脈弱,脈利度滑。,10
33687,心滑弱肝腎脈滑尺脈弱,脈力度弱。,10
33688,心滑數肝脈滑尺脈弱,脈利度滑。,9
33689,心滑數肝脈滑尺脈弱,脈速度快。,9
33690,心滑數肝脈滑尺脈弱,脈利度滑。,9
33691,心滑數肝脈滑尺脈弱,脈力度弱。,9
33692,心滑關脈滑尺脈滑弱,脈利度滑。,9
33693,心滑關脈滑尺脈滑弱,脈利度滑。,9
33694,心滑關脈滑尺脈滑弱,脈利度滑。,9
33695,心滑關脈滑尺脈滑弱,脈力度弱。,9
33696,心緩弱肝弱尺弱舌質淡紅白苔有裂,脈速度慢。,15
33697,心緩弱肝弱尺弱舌質淡紅白苔有裂,脈力度弱。,15
33698,心緩弱肝弱尺弱舌質淡紅白苔有裂,脈力度弱。,15
33699,心緩弱肝弱尺弱舌質淡紅白苔有裂,脈力度弱。,15
33700,心緩弱肝弱尺弱舌質淡紅白苔有裂,舌體顏色淡紅色。,15
33701,心緩弱肝弱尺弱舌質淡紅白苔有裂,舌苔顏色白。,15
33702,心緩弱肝弱尺弱舌質淡紅白苔有裂,舌體形體裂紋。,15
33703,手肘脈滑,脈利度滑。,4
33704,手術切除卵巢約年成大醫院脈弦,脈力度大。,14
33705,手術切除卵巢約年成大醫院脈弦,脈緊度緊。,14
33706,火氣稍大的脈,脈力度大。,6
33707,半夜口乾舌燥影響睡眠,舌苔濕度乾。,10
33708,半夜口乾舌燥影響睡眠,舌苔濕度乾。,10
33709,右寸尺脈微,脈力度弱。,5
33710,右寸尺脈微,脈寬度細。,5
33711,右寸尺脈微弱,脈力度弱。,6
33712,右寸尺脈微弱,脈寬度細。,6
33713,右寸尺脈微弱,脈力度弱。,6
33714,右寸左關脈微,脈力度弱。,6
33715,右寸左關脈微,脈寬度細。,6
33716,右寸兩尺脈微,脈力度弱。,6
33717,右寸兩尺脈微,脈寬度細。,6
33718,右寸弦細脈滑,脈緊度緊。,6
33719,右寸弦細脈滑,脈寬度細。,6
33720,右寸弦細脈滑,脈利度滑。,6
33721,右寸浮滑關脈動滑尺稍弱,脈部位浮。,11
33722,右寸浮滑關脈動滑尺稍弱,脈利度滑。,11
33723,右寸浮滑關脈動滑尺稍弱,脈幅異常。,11
33724,右寸浮滑關脈動滑尺稍弱,脈利度滑。,11
33725,右寸浮滑關脈動滑尺稍弱,脈力度弱。,11
33726,右寸浮滑關脈滑緊尺稍弱,脈部位浮。,11
33727,右寸浮滑關脈滑緊尺稍弱,脈利度滑。,11
33728,右寸浮滑關脈滑緊尺稍弱,脈利度滑。,11
33729,右寸浮滑關脈滑緊尺稍弱,脈緊度緊。,11
33730,右寸浮滑關脈滑緊尺稍弱,脈力度弱。,11
33731,右寸脈中沉短有力關浮細略數,脈部位沉。,13
33732,右寸脈中沉短有力關浮細略數,脈長度短。,13
33733,右寸脈中沉短有力關浮細略數,脈力度大。,13
33734,右寸脈中沉短有力關浮細略數,脈部位浮。,13
33735,右寸脈中沉短有力關浮細略數,脈寬度細。,13
33736,右寸脈中沉短有力關浮細略數,脈速度快。,13
33737,右寸脈心部有細感,脈寬度細。,8
33738,右寸脈沉弱數感,脈部位沉。,7
33739,右寸脈沉弱數感,脈力度弱。,7
33740,右寸脈沉弱數感,脈速度快。,7
33741,右寸脈弦滑數脾脈滑尺脈弱,脈緊度緊。,12
33742,右寸脈弦滑數脾脈滑尺脈弱,脈利度滑。,12
33743,右寸脈弦滑數脾脈滑尺脈弱,脈速度快。,12
33744,右寸脈弦滑數脾脈滑尺脈弱,脈利度滑。,12
33745,右寸脈弦滑數脾脈滑尺脈弱,脈力度弱。,12
33746,右寸脈弱左寸關脈微,脈力度弱。,9
33747,右寸脈弱左寸關脈微,脈力度弱。,9
33748,右寸脈弱左寸關脈微,脈寬度細。,9
33749,右寸脈浮弦沉取力弱,脈部位浮。,9
33750,右寸脈浮弦沉取力弱,脈緊度緊。,9
33751,右寸脈浮弦沉取力弱,脈部位沉。,9
33752,右寸脈浮弦沉取力弱,脈力度弱。,9
33753,右寸脈細弱脾脈弦澀尺脈弱,脈寬度細。,12
33754,右寸脈細弱脾脈弦澀尺脈弱,脈力度弱。,12
33755,右寸脈細弱脾脈弦澀尺脈弱,脈緊度緊。,12
33756,右寸脈細弱脾脈弦澀尺脈弱,脈利度澀。,12
33757,右寸脈細弱脾脈弦澀尺脈弱,脈力度弱。,12
33758,右寸脈細偏數,脈寬度細。,6
33759,右寸脈細偏數,脈速度快。,6
