,原始症狀,標準症狀
38565,肺脈滑弱脾脈細細澀尺脈細弱,脈寬度細。
38566,肺脈滑弱脾脈細細澀尺脈細弱,脈寬度細。
38567,肺脈滑弱脾脈細細澀尺脈細弱,脈利度澀。
38568,肺脈滑弱脾脈細細澀尺脈細弱,脈寬度細。
38569,肺脈滑弱脾脈細細澀尺脈細弱,脈力度弱。
38570,肺脈滑弱脾脈稍弦按下有尺脈弱結,脈利度滑。
38571,肺脈滑弱脾脈稍弦按下有尺脈弱結,脈力度弱。
38572,肺脈滑弱脾脈稍弦按下有尺脈弱結,脈緊度緊。
38573,肺脈滑弱脾脈稍弦按下有尺脈弱結,脈力度弱。
38574,肺脈滑弱脾脈滑,脈利度滑。
38575,肺脈滑弱脾脈滑,脈力度弱。
38576,肺脈滑弱脾脈滑,脈利度滑。
38577,肺脈滑弱脾脈滑尺脈沉弱,脈利度滑。
38578,肺脈滑弱脾脈滑尺脈沉弱,脈力度弱。
38579,肺脈滑弱脾脈滑尺脈沉弱,脈利度滑。
38580,肺脈滑弱脾脈滑尺脈沉弱,脈部位沉。
38581,肺脈滑弱脾脈滑尺脈沉弱,脈力度弱。
38582,肺脈滑弱脾脈滑尺脈弱無力,脈利度滑。
38583,肺脈滑弱脾脈滑尺脈弱無力,脈力度弱。
38584,肺脈滑弱脾脈滑尺脈弱無力,脈利度滑。
38585,肺脈滑弱脾脈滑尺脈弱無力,脈力度弱。
38586,肺脈滑弱脾脈滑尺脈弱無力,脈力度弱。
38587,肺脈滑弱脾脈滑弱中稍有緊繃感,脈利度滑。
38588,肺脈滑弱脾脈滑弱中稍有緊繃感,脈力度弱。
38589,肺脈滑弱脾脈滑弱中稍有緊繃感,脈利度滑。
38590,肺脈滑弱脾脈滑弱中稍有緊繃感,脈力度弱。
38591,肺脈滑弱脾脈滑滑多,脈利度滑。
38592,肺脈滑弱脾脈滑滑多,脈力度弱。
38593,肺脈滑弱脾脈滑滑多,脈利度滑。
38594,肺脈滑弱脾脈滑滑多,脈利度滑。
38595,肺脈滑弱脾滑尺弱,脈利度滑。
38596,肺脈滑弱脾滑尺弱,脈力度弱。
38597,肺脈滑弱脾滑尺弱,脈利度滑。
38598,肺脈滑弱脾滑尺弱,脈力度弱。
38599,肺脈滑弱數脾脈弱滑尺脈弱,脈利度滑。
38600,肺脈滑弱數脾脈弱滑尺脈弱,脈力度弱。
38601,肺脈滑弱數脾脈弱滑尺脈弱,脈速度快。
38602,肺脈滑弱數脾脈弱滑尺脈弱,脈力度弱。
38603,肺脈滑弱數脾脈弱滑尺脈弱,脈利度滑。
38604,肺脈滑弱數脾脈弱滑尺脈弱,脈力度弱。
38605,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈利度滑。
38606,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈力度弱。
38607,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈速度快。
38608,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈利度滑。
38609,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈速度快。
38610,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈速度快。
38611,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈利度澀。
38612,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈力度弱。
38613,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈部位沉。
38614,肺脈滑弱數脾滑數促尺脈弱尺脈沉滑,脈利度滑。
38615,肺脈滑弱澀胃脈弦尺脈浮細感結,脈利度滑。
38616,肺脈滑弱澀胃脈弦尺脈浮細感結,脈力度弱。
38617,肺脈滑弱澀胃脈弦尺脈浮細感結,脈利度澀。
38618,肺脈滑弱澀胃脈弦尺脈浮細感結,脈緊度緊。
38619,肺脈滑弱澀胃脈弦尺脈浮細感結,脈部位浮。
38620,肺脈滑弱澀胃脈弦尺脈浮細感結,脈寬度細。
38621,肺脈滑動按下無力,脈利度滑。
38622,肺脈滑動按下無力,脈幅異常。
38623,肺脈滑動按下無力,脈部位沉。
38624,肺脈滑動按下無力,脈力度弱。
38625,肺脈滑動脾脈弦滑稍動尺脈細稍平一虛,脈利度滑。
38626,肺脈滑動脾脈弦滑稍動尺脈細稍平一虛,脈幅異常。
38627,肺脈滑動脾脈弦滑稍動尺脈細稍平一虛,脈緊度緊。
38628,肺脈滑動脾脈弦滑稍動尺脈細稍平一虛,脈利度滑。
38629,肺脈滑動脾脈弦滑稍動尺脈細稍平一虛,脈幅異常。
38630,肺脈滑動脾脈弦滑稍動尺脈細稍平一虛,脈寬度細。
38631,肺脈滑細弱脾脈滑尺脈細弱,脈利度滑。
38632,肺脈滑細弱脾脈滑尺脈細弱,脈寬度細。
38633,肺脈滑細弱脾脈滑尺脈細弱,脈力度弱。
38634,肺脈滑細弱脾脈滑尺脈細弱,脈利度滑。
38635,肺脈滑細弱脾脈滑尺脈細弱,脈寬度細。
38636,肺脈滑細弱脾脈滑尺脈細弱,脈力度弱。
38637,肺脈滑細弱脾脈滑細尺脈弱,脈利度滑。
38638,肺脈滑細弱脾脈滑細尺脈弱,脈寬度細。
38639,肺脈滑細弱脾脈滑細尺脈弱,脈力度弱。
38640,肺脈滑細弱脾脈滑細尺脈弱,脈利度滑。
38641,肺脈滑細弱脾脈滑細尺脈弱,脈寬度細。
38642,肺脈滑細弱脾脈滑細尺脈弱,脈力度弱。
38643,肺脈滑細脾脈滑尺脈細弱,脈利度滑。
38644,肺脈滑細脾脈滑尺脈細弱,脈寬度細。
38645,肺脈滑細脾脈滑尺脈細弱,脈利度滑。
38646,肺脈滑細脾脈滑尺脈細弱,脈寬度細。
38647,肺脈滑細脾脈滑尺脈細弱,脈力度弱。
38648,肺脈滑短細弱脾脈弱尺脈細弱,脈利度滑。
38649,肺脈滑短細弱脾脈弱尺脈細弱,脈長度短。
38650,肺脈滑短細弱脾脈弱尺脈細弱,脈寬度細。
38651,肺脈滑短細弱脾脈弱尺脈細弱,脈力度弱。
38652,肺脈滑短細弱脾脈弱尺脈細弱,脈力度弱。
38653,肺脈滑短細弱脾脈弱尺脈細弱,脈寬度細。
38654,肺脈滑短細弱脾脈弱尺脈細弱,脈力度弱。
38655,肺脈滑短細弱脾脈弱細緊,脈利度滑。
38656,肺脈滑短細弱脾脈弱細緊,脈長度短。
38657,肺脈滑短細弱脾脈弱細緊,脈寬度細。
38658,肺脈滑短細弱脾脈弱細緊,脈力度弱。
38659,肺脈滑短細弱脾脈弱細緊,脈力度弱。
38660,肺脈滑短細弱脾脈弱細緊,脈寬度細。
38661,肺脈滑短細弱脾脈弱細緊,脈緊度緊。
38662,肺脈滑稍弱,脈利度滑。
38663,肺脈滑稍弱,脈力度弱。
38664,肺脈滑結脾脈是滑尺脈弱,脈利度滑。
38665,肺脈滑結脾脈是滑尺脈弱,脈利度滑。
38666,肺脈滑結脾脈是滑尺脈弱,脈力度弱。
38667,肺脈滑結脾脈滑尺脈浮滑,脈利度滑。
38668,肺脈滑結脾脈滑尺脈浮滑,脈利度滑。
38669,肺脈滑結脾脈滑尺脈浮滑,脈部位浮。
38670,肺脈滑結脾脈滑尺脈浮滑,脈利度滑。
38671,肺脈滑脾脈沉滑尺脈弱稍弦,脈利度滑。
38672,肺脈滑脾脈沉滑尺脈弱稍弦,脈部位沉。
38673,肺脈滑脾脈沉滑尺脈弱稍弦,脈利度滑。
38674,肺脈滑脾脈沉滑尺脈弱稍弦,脈力度弱。
38675,肺脈滑脾脈沉滑尺脈弱稍弦,脈緊度緊。
38676,肺脈滑脾脈弦滑按下有力尺脈有弦滑按下仍有力,脈利度滑。
38677,肺脈滑脾脈弦滑按下有力尺脈有弦滑按下仍有力,脈緊度緊。
38678,肺脈滑脾脈弦滑按下有力尺脈有弦滑按下仍有力,脈利度滑。
38679,肺脈滑脾脈弦滑按下有力尺脈有弦滑按下仍有力,脈力度大。
38680,肺脈滑脾脈弦滑按下有力尺脈有弦滑按下仍有力,脈緊度緊。
38681,肺脈滑脾脈弦滑按下有力尺脈有弦滑按下仍有力,脈利度滑。
38682,肺脈滑脾脈弦滑按下有力尺脈有弦滑按下仍有力,脈力度大。
38683,肺脈滑脾脈弦滑按下有力尺脈有滑按下仍有力會有結脈仍有弦脈,脈利度滑。
38684,肺脈滑脾脈弦滑按下有力尺脈有滑按下仍有力會有結脈仍有弦脈,脈緊度緊。
38685,肺脈滑脾脈弦滑按下有力尺脈有滑按下仍有力會有結脈仍有弦脈,脈利度滑。
38686,肺脈滑脾脈弦滑按下有力尺脈有滑按下仍有力會有結脈仍有弦脈,脈力度大。
38687,肺脈滑脾脈弦滑按下有力尺脈有滑按下仍有力會有結脈仍有弦脈,脈利度滑。
38688,肺脈滑脾脈弦滑按下有力尺脈有滑按下仍有力會有結脈仍有弦脈,脈力度大。
38689,肺脈滑脾脈弦滑按下有力尺脈有滑按下仍有力會有結脈仍有弦脈,脈緊度緊。
38690,肺脈滑脾脈弱澀滑尺脈弱,脈利度滑。
38691,肺脈滑脾脈弱澀滑尺脈弱,脈力度弱。
38692,肺脈滑脾脈弱澀滑尺脈弱,脈利度澀。
38693,肺脈滑脾脈弱澀滑尺脈弱,脈利度滑。
38694,肺脈滑脾脈弱澀滑尺脈弱,脈力度弱。
38695,肺脈滑脾脈浮弦尺脈弱,脈利度滑。
38696,肺脈滑脾脈浮弦尺脈弱,脈部位浮。
38697,肺脈滑脾脈浮弦尺脈弱,脈緊度緊。
38698,肺脈滑脾脈浮弦尺脈弱,脈力度弱。
38699,肺脈滑脾脈浮弦脈細,脈利度滑。
38700,肺脈滑脾脈浮弦脈細,脈部位浮。
38701,肺脈滑脾脈浮弦脈細,脈緊度緊。
38702,肺脈滑脾脈浮弦脈細,脈寬度細。
38703,肺脈滑脾脈浮滑尺脈弱,脈利度滑。
38704,肺脈滑脾脈浮滑尺脈弱,脈部位浮。
38705,肺脈滑脾脈浮滑尺脈弱,脈利度滑。
38706,肺脈滑脾脈浮滑尺脈弱,脈力度弱。
38707,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈利度滑。
38708,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈長度短。
38709,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈緊度緊。
38710,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈緊度緊。
38711,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈寬度細。
38712,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈緊度緊。
38713,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈利度滑。
38714,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈利度滑。
38715,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈寬度細。
38716,肺脈滑脾脈短弦弦細弦滑滑尺脈細滑感作,脈利度滑。
38717,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈利度滑。
38718,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈長度短。
38719,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈緊度緊。
38720,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈緊度緊。
38721,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈寬度細。
38722,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈緊度緊。
38723,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈利度滑。
38724,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈利度滑。
38725,肺脈滑脾脈短弦弦細弦滑滑尺脈滑感作,脈利度滑。
38726,肺脈滑脾脈滑大尺脈弦,脈利度滑。
38727,肺脈滑脾脈滑大尺脈弦,脈利度滑。
38728,肺脈滑脾脈滑大尺脈弦,脈力度大。
38729,肺脈滑脾脈滑大尺脈弦,脈緊度緊。
38730,肺脈滑脾脈滑尺脈沉滑仍,脈利度滑。
38731,肺脈滑脾脈滑尺脈沉滑仍,脈利度滑。
38732,肺脈滑脾脈滑尺脈沉滑仍,脈部位沉。
38733,肺脈滑脾脈滑尺脈沉滑仍,脈利度滑。
38734,肺脈滑脾脈滑尺脈弦,脈利度滑。
38735,肺脈滑脾脈滑尺脈弦,脈利度滑。
38736,肺脈滑脾脈滑尺脈弦,脈緊度緊。
38737,肺脈滑脾脈滑尺脈弦細滑,脈利度滑。
38738,肺脈滑脾脈滑尺脈弦細滑,脈利度滑。
38739,肺脈滑脾脈滑尺脈弦細滑,脈緊度緊。
38740,肺脈滑脾脈滑尺脈弦細滑,脈寬度細。
38741,肺脈滑脾脈滑尺脈弦細滑,脈利度滑。
38742,肺脈滑脾脈滑尺脈弱稍有熱感,脈利度滑。
38743,肺脈滑脾脈滑尺脈弱稍有熱感,脈利度滑。
38744,肺脈滑脾脈滑尺脈弱稍有熱感,脈力度弱。
38745,肺脈滑脾脈滑尺脈弱薄黃苔,脈利度滑。
38746,肺脈滑脾脈滑尺脈弱薄黃苔,脈利度滑。
38747,肺脈滑脾脈滑尺脈弱薄黃苔,脈力度弱。
38748,肺脈滑脾脈滑尺脈弱薄黃苔,舌苔顏色黃。
38749,肺脈滑脾脈滑尺脈弱薄黃苔,舌苔厚度薄。
38750,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈利度滑。
38751,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈利度滑。
38752,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈部位浮。
38753,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈部位沉。
38754,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈力度弱。
38755,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈緊度緊。
38756,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈利度滑。
38757,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈部位浮。
38758,肺脈滑脾脈滑尺脈浮心脈沉弱肝脈弦滑尺脈浮弦仍,脈緊度緊。
38759,肺脈滑脾脈滑尺脈滑稍弱,脈利度滑。
38760,肺脈滑脾脈滑尺脈滑稍弱,脈利度滑。
38761,肺脈滑脾脈滑尺脈滑稍弱,脈利度滑。
38762,肺脈滑脾脈滑尺脈滑稍弱,脈力度弱。
38763,肺脈滑脾脈滑有緊尺脈弱,脈利度滑。
38764,肺脈滑脾脈滑有緊尺脈弱,脈利度滑。
38765,肺脈滑脾脈滑有緊尺脈弱,脈力度弱。
38766,肺脈滑脾脈滑稍弱尺脈弱,脈利度滑。
38767,肺脈滑脾脈滑稍弱尺脈弱,脈利度滑。
38768,肺脈滑脾脈滑稍弱尺脈弱,脈力度弱。
38769,肺脈滑脾脈滑稍弱尺脈弱,脈力度弱。
38770,肺脈滑脾脈滑寬尺脈弱,脈利度滑。
38771,肺脈滑脾脈滑寬尺脈弱,脈利度滑。
38772,肺脈滑脾脈滑寬尺脈弱,脈力度弱。
38773,肺脈滑脾脈滑數尺脈滑,脈利度滑。
38774,肺脈滑脾脈滑數尺脈滑,脈利度滑。
38775,肺脈滑脾脈滑數尺脈滑,脈速度快。
38776,肺脈滑脾脈滑數尺脈滑,脈利度滑。
38777,肺脈滑脾滑尺脈弱舌質稍紅光苔,脈利度滑。
38778,肺脈滑脾滑尺脈弱舌質稍紅光苔,脈利度滑。
38779,肺脈滑脾滑尺脈弱舌質稍紅光苔,脈力度弱。
38780,肺脈滑脾滑尺脈弱稍數,脈利度滑。
38781,肺脈滑脾滑尺脈弱稍數,脈利度滑。
38782,肺脈滑脾滑尺脈弱稍數,脈力度弱。
38783,肺脈滑脾滑尺脈弱稍數,脈速度快。
38784,肺脈滑脾滑尺脈滑,脈利度滑。
38785,肺脈滑脾滑尺脈滑,脈利度滑。
38786,肺脈滑脾滑尺脈滑,脈利度滑。
38787,肺脈滑脾滑浮細尺弱,脈利度滑。
38788,肺脈滑脾滑浮細尺弱,脈利度滑。
38789,肺脈滑脾滑浮細尺弱,脈部位浮。
38790,肺脈滑脾滑浮細尺弱,脈寬度細。
38791,肺脈滑脾滑浮細尺弱,脈力度弱。
38792,肺脈滑脾滑稍弦尺脈弱,脈利度滑。
38793,肺脈滑脾滑稍弦尺脈弱,脈利度滑。
38794,肺脈滑脾滑稍弦尺脈弱,脈緊度緊。
38795,肺脈滑脾滑稍弦尺脈弱,脈力度弱。
38796,肺脈滑感脾脈滑尺脈滑,脈利度滑。
38797,肺脈滑感脾脈滑尺脈滑,脈利度滑。
38798,肺脈滑感脾脈滑尺脈滑,脈利度滑。
38799,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈利度滑。
38800,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈利度滑。
38801,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈力度大。
38802,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈緊度緊。
38803,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈利度滑。
38804,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈利度滑。
38805,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈緊度緊。
38806,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈寬度細。
38807,肺脈滑滑大脾脈弦滑滑尺脈弦細數,脈速度快。
38808,肺脈滑數不定脾脈稍弦按下有尺脈弱數有不定促感脈,脈利度滑。
38809,肺脈滑數不定脾脈稍弦按下有尺脈弱數有不定促感脈,脈速度快。
38810,肺脈滑數不定脾脈稍弦按下有尺脈弱數有不定促感脈,脈緊度緊。
38811,肺脈滑數不定脾脈稍弦按下有尺脈弱數有不定促感脈,脈力度弱。
38812,肺脈滑數不定脾脈稍弦按下有尺脈弱數有不定促感脈,脈速度快。
38813,肺脈滑數不定脾脈稍弦按下有尺脈弱數有不定促感脈,脈速度快。
38814,肺脈滑數不定脾脈稍弦按下有尺脈弱數有不定促感脈,脈利度澀。
38815,肺脈滑數弦象胃脈滑,脈利度滑。
38816,肺脈滑數弦象胃脈滑,脈速度快。
38817,肺脈滑數弦象胃脈滑,脈緊度緊。
38818,肺脈滑數弦象胃脈滑,脈利度滑。
38819,肺脈滑數胃脈弦尺脈細,脈利度滑。
38820,肺脈滑數胃脈弦尺脈細,脈速度快。
38821,肺脈滑數胃脈弦尺脈細,脈緊度緊。
38822,肺脈滑數胃脈弦尺脈細,脈寬度細。
38823,肺脈滑數胃脈弦滑尺脈緊數,脈利度滑。
38824,肺脈滑數胃脈弦滑尺脈緊數,脈速度快。
38825,肺脈滑數胃脈弦滑尺脈緊數,脈緊度緊。
38826,肺脈滑數胃脈弦滑尺脈緊數,脈利度滑。
38827,肺脈滑數胃脈弦滑尺脈緊數,脈速度快。
38828,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈利度滑。
38829,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈速度快。
38830,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈力度弱。
38831,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈速度快。
38832,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈力度弱。
38833,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈利度滑。
38834,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈力度弱。
38835,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈利度滑。
38836,肺脈滑數胃脈弱數尺脈弱心脈滑肝脈弱滑尺脈弱,脈力度弱。
38837,肺脈滑數胃脈緊尺脈細,脈利度滑。
38838,肺脈滑數胃脈緊尺脈細,脈速度快。
38839,肺脈滑數胃脈緊尺脈細,脈寬度細。
38840,肺脈滑數稍弱脾脈滑尺脈滑,脈利度滑。
38841,肺脈滑數稍弱脾脈滑尺脈滑,脈速度快。
38842,肺脈滑數稍弱脾脈滑尺脈滑,脈力度弱。
38843,肺脈滑數稍弱脾脈滑尺脈滑,脈利度滑。
38844,肺脈滑數稍弱脾脈滑尺脈滑,脈利度滑。
38845,肺脈滑數結,脈利度滑。
38846,肺脈滑數結,脈速度快。
38847,肺脈滑數脾脈弱滑尺脈弱,脈利度滑。
38848,肺脈滑數脾脈弱滑尺脈弱,脈速度快。
38849,肺脈滑數脾脈弱滑尺脈弱,脈力度弱。
38850,肺脈滑數脾脈弱滑尺脈弱,脈利度滑。
38851,肺脈滑數脾脈弱滑尺脈弱,脈力度弱。
38852,肺脈滑數脾脈稍弱已變弱尺脈滑,脈利度滑。
38853,肺脈滑數脾脈稍弱已變弱尺脈滑,脈速度快。
38854,肺脈滑數脾脈稍弱已變弱尺脈滑,脈力度弱。
38855,肺脈滑數脾脈稍弱已變弱尺脈滑,脈力度弱。
38856,肺脈滑數脾脈稍弱已變弱尺脈滑,脈利度滑。
38857,肺脈滑數脾脈滑有弦象尺脈弱,脈利度滑。
38858,肺脈滑數脾脈滑有弦象尺脈弱,脈速度快。
38859,肺脈滑數脾脈滑有弦象尺脈弱,脈利度滑。
38860,肺脈滑數脾脈滑有弦象尺脈弱,脈緊度緊。
38861,肺脈滑數脾脈滑有弦象尺脈弱,脈力度弱。
38862,肺脈滑數脾脈滑有滑象尺脈弱,脈利度滑。
38863,肺脈滑數脾脈滑有滑象尺脈弱,脈速度快。
38864,肺脈滑數脾脈滑有滑象尺脈弱,脈利度滑。
38865,肺脈滑數脾脈滑有滑象尺脈弱,脈利度滑。
38866,肺脈滑數脾脈滑有滑象尺脈弱,脈力度弱。
38867,肺脈滑數脾脈滑稍弱尺弱稍弱仍在,脈利度滑。
38868,肺脈滑數脾脈滑稍弱尺弱稍弱仍在,脈速度快。
38869,肺脈滑數脾脈滑稍弱尺弱稍弱仍在,脈利度滑。
38870,肺脈滑數脾脈滑稍弱尺弱稍弱仍在,脈力度弱。
38871,肺脈滑數脾脈滑稍弱尺弱稍弱仍在,脈力度弱。
38872,肺脈滑數脾脈滑稍弱尺弱稍弱仍在,脈力度弱。
38873,肺脈滑緩胃脈滑弱尺脈沉,脈利度滑。
38874,肺脈滑緩胃脈滑弱尺脈沉,脈速度慢。
38875,肺脈滑緩胃脈滑弱尺脈沉,脈利度滑。
38876,肺脈滑緩胃脈滑弱尺脈沉,脈力度弱。
38877,肺脈滑緩胃脈滑弱尺脈沉,脈部位沉。
38878,肺脈滑緩脾脈弦滑尺脈浮弦,脈利度滑。
38879,肺脈滑緩脾脈弦滑尺脈浮弦,脈速度慢。
38880,肺脈滑緩脾脈弦滑尺脈浮弦,脈緊度緊。
38881,肺脈滑緩脾脈弦滑尺脈浮弦,脈利度滑。
38882,肺脈滑緩脾脈弦滑尺脈浮弦,脈部位浮。
38883,肺脈滑緩脾脈弦滑尺脈浮弦,脈緊度緊。
38884,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈利度滑。
38885,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈利度澀。
38886,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈速度快。
38887,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈部位沉。
38888,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈力度弱。
38889,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈利度滑。
38890,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈部位沉。
38891,肺脈滑澀稍數脾脈沉稍緊尺弱脾脈滑尺脈沉弱,脈力度弱。
38892,肺脈數弱胃脈浮細數尺沉弱,脈速度快。
38893,肺脈數弱胃脈浮細數尺沉弱,脈力度弱。
38894,肺脈數弱胃脈浮細數尺沉弱,脈部位浮。
38895,肺脈數弱胃脈浮細數尺沉弱,脈寬度細。
38896,肺脈數弱胃脈浮細數尺沉弱,脈速度快。
38897,肺脈數弱胃脈浮細數尺沉弱,脈部位沉。
38898,肺脈數弱胃脈浮細數尺沉弱,脈力度弱。
38899,肺脈數弱胃脈滑數尺沉弱,脈速度快。
38900,肺脈數弱胃脈滑數尺沉弱,脈力度弱。
38901,肺脈數弱胃脈滑數尺沉弱,脈利度滑。
38902,肺脈數弱胃脈滑數尺沉弱,脈速度快。
38903,肺脈數弱胃脈滑數尺沉弱,脈部位沉。
38904,肺脈數弱胃脈滑數尺沉弱,脈力度弱。
38905,肺脈數弱寬胃脈浮滑數尺沉弱,脈速度快。
38906,肺脈數弱寬胃脈浮滑數尺沉弱,脈力度弱。
38907,肺脈數弱寬胃脈浮滑數尺沉弱,脈部位浮。
38908,肺脈數弱寬胃脈浮滑數尺沉弱,脈利度滑。
38909,肺脈數弱寬胃脈浮滑數尺沉弱,脈速度快。
38910,肺脈數弱寬胃脈浮滑數尺沉弱,脈部位沉。
38911,肺脈數弱寬胃脈浮滑數尺沉弱,脈力度弱。
38912,肺脈數脾脈沉於肝部稍數,脈速度快。
38913,肺脈數脾脈沉於肝部稍數,脈部位沉。
38914,肺脈數脾脈沉於肝部稍數,脈速度快。
38915,肺脈數滑胃脈滑尺沉弱,脈速度快。
38916,肺脈數滑胃脈滑尺沉弱,脈利度滑。
38917,肺脈數滑胃脈滑尺沉弱,脈利度滑。
38918,肺脈數滑胃脈滑尺沉弱,脈部位沉。
38919,肺脈數滑胃脈滑尺沉弱,脈力度弱。
38920,肺脈數滑弱胃脈滑數尺沉弱,脈速度快。
38921,肺脈數滑弱胃脈滑數尺沉弱,脈利度滑。
38922,肺脈數滑弱胃脈滑數尺沉弱,脈力度弱。
38923,肺脈數滑弱胃脈滑數尺沉弱,脈利度滑。
38924,肺脈數滑弱胃脈滑數尺沉弱,脈速度快。
38925,肺脈數滑弱胃脈滑數尺沉弱,脈部位沉。
38926,肺脈數滑弱胃脈滑數尺沉弱,脈力度弱。
38927,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈速度快。
38928,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈利度滑。
38929,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈利度澀。
38930,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈力度弱。
38931,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈部位浮。
38932,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈利度滑。
38933,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈速度快。
38934,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈部位沉。
38935,肺脈數滑澀弱胃脈浮滑數尺沉弱,脈力度弱。
38936,肺脈緩弱脾脈滑澀弦尺脈弦細,脈速度慢。
38937,肺脈緩弱脾脈滑澀弦尺脈弦細,脈力度弱。
38938,肺脈緩弱脾脈滑澀弦尺脈弦細,脈利度滑。
38939,肺脈緩弱脾脈滑澀弦尺脈弦細,脈利度澀。
38940,肺脈緩弱脾脈滑澀弦尺脈弦細,脈緊度緊。
38941,肺脈緩弱脾脈滑澀弦尺脈弦細,脈緊度緊。
38942,肺脈緩弱脾脈滑澀弦尺脈弦細,脈寬度細。
38943,肺脈緩脾脈弱尺脈弱,脈速度慢。
38944,肺脈緩脾脈弱尺脈弱,脈力度弱。
38945,肺脈緩脾脈弱尺脈弱,脈力度弱。
38946,肺脈緩滑胃脈弦緊稍弱尺脈沉緊,脈速度慢。
38947,肺脈緩滑胃脈弦緊稍弱尺脈沉緊,脈利度滑。
38948,肺脈緩滑胃脈弦緊稍弱尺脈沉緊,脈緊度緊。
38949,肺脈緩滑胃脈弦緊稍弱尺脈沉緊,脈緊度緊。
